venue,hindex
studia neoaristotelica,1
studia neophilologica,1
studies in computational mathematics,1
studies in continuing education,1
studies in east european thought,1
studies in educational evaluation,2
studies in history and philosophy of modern physics,1
studies in history and philosophy of science,2
studies in history and philosophy of science part c studies in history and philosophy of biological and biomedical sciences,2
studies in logic and practical reasoning,5
studies in logic grammar and rhetoric,2
studies in mathematical sciences,1
studies in mathematics and its applications,1
studies in philosophy and education,1
studies in science education,2
stvr,3
subjectivity,1
subst use misuse,2
substance,1
subsurface sensing technologies and applications,2
sugar tech,1
sum,11
superlattice microstruct,1
supply chain manag,3
surf coat tech,1
surf eng,1
surface sci,1
surg clin n amer,1
surg endosc,3
surg innov,1
surg neurol,1
surg obes relat dis,1
surg oncol,1
surg oncol clin n am,1
surgeon,1
surgery,1
surv geophys,1
surv ophthalmol,1
surv rev,2
surveyor,1
surveys in operations research and management science,3
sustain dev,1
sustain sci,1
sustainability,3
sustainable cities and society,2
sutc,1
swap,4
swarm intelligence,8
swat,3
swat4ls,2
swiss j psychology,2
sws,2
swste,1
symb interact,1
symmetry,3
symmetry integr geom,1
symploke,1
synapse,1
synasc,6
synchrotron radiation news,1
syntax,1
synth react inorg met org nan,1
synthese,9
synthesis lectures on algorithms and software in engineering,3
synthesis lectures on antennas,1
synthesis lectures on biomedical engineering,4
synthesis lectures on computational electromagnetics,1
synthesis lectures on computer architecture,1
synthesis lectures on computer graphics and animation,4
synthesis lectures on digital circuits and systems,1
synthesis lectures on human centered informatics,2
synthesis lectures on human language technologies,13
synthesis lectures on image video and multimedia processing,7
synthesis lectures on information concepts retrieval and services,3
synthesis lectures on mobile and pervasive computing,1
synthesis lectures on speech and audio processing,4
synthet metal,1
syrcodis,1
syst appl microbiol,1
syst biodivers,1
syst biol,2
syst bot,1
syst dynam rev,3
syst eng,2
syst entomol,1
syst pract action res,2
system,2
systematic reviews,2
systems analysis modelling simulation,3
systems and synthetic biology,3
systems engineering theory practice,3
systems research,1
systems research forum,1
t gis,4
taas,8
tableaux,9
tacas,4
taccess,3
taco,3
taiwan j obstet gynecol,1
talanta,2
talg,4
talip,27
tamc,4
tamodia,2
tap,34
tapos,1
target international journal of translation studies,1
tark,9
tase,2
taslp,35
taxon,1
tbillc,2
tc,6
tcbb,9
tcc,2
tcom,4
tcs,14
tcsb,3
tcsv,24
tdsc,3
teaching artist journal,1
teaching philosophy,1
teaching theology religion,1
tec,15
tech coloproctology,1
tech invest,1
tech phys,1
tech phys lett,1
technical communication quarterly,2
technical services quarterly,1
techniques in gastrointestinal endoscopy,1
technoetic arts a journal of speculative research,1
technol anal strateg manage,2
technol econ dev econ,7
technol forecast soc change,4
technol soc,3
technology and disability,4
technology law and insurance,1
technology pedagogy and education,1
technometrics,4
technovation,3
techtrends,1
tecs,6
tectonophysics,2
tele,4
telecommun policy,2
telemed j e health,2
tellus,2
telsys,6
tenside surfactants detergents,2
terminology,4
tesol quart,1
test,4
tetrahedron,1
tetrahedron asymmetry,1
tetsu to hagane,1
text res j,1
textile progress,1
tfp,2
tfs,41
tgc,1
the academy of management annals,1
the american economic review,1
the brain neural networks,3
the canadian journal of linguistics la revue canadienne de linguistique,1
the chemical engineering journal and the biochemical engineering journal,1
the clinical supervisor,1
the cryosphere,1
the ergonomics open journal,1
the international journal of digital accounting research,2
the international journal of multiphysics,1
the international journal of ocean and climate systems,1
the international journal of press politics,2
the journal of advanced prosthodontics,1
the journal of aesthetic education,1
the journal of china universities of posts and telecommunications,7
the journal of marketing theory and practice,1
the journal of mathematical behavior,1
the journal of the acoustical society of japan (e),1
the journal of the australian mathematical society series b applied mathematics,1
the journal of the institute of image information and television engineers,6
the journal of the society for art and science,2
the kips transactions parta,2
the kips transactions partb,6
the kips transactions partc,2
the kips transactions partd,2
the korean journal of internal medicine,1
the mathematics enthusiast,1
the mental lexicon,1
the monist,2
the open acoustics journal,1
the open anthropology journal,1
the open applied informatics journal,2
the open applied mathematics journal,1
the open artificial intelligence journal,4
the open automation and control systems journal,4
the open bioinformatics journal,2
the open biomedical engineering journal,2
the open cardiovascular imaging journal,1
the open chemical engineering journal,1
the open clinical cancer journal,1
the open communication journal,1
the open conservation biology journal,1
the open construction and building technology journal,1
the open criminology journal,1
the open cybernetics systemics journal,4
the open electrical electronic engineering journal,1
the open food science journal,1
the open geography journal,1
the open hydrology journal,1
the open industrial manufacturing engineering journal,1
the open infectious diseases journal,1
the open information systems journal,2
the open mechanical engineering journal,2
the open medical imaging journal,1
the open medical informatics journal,2
the open neuroimaging journal,2
the open operational research journal,1
the open optics journal,1
the open petroleum engineering journal,1
the open prostate cancer journal,1
the open psychology journal,1
the open rehabilitation journal,1
the open signal processing journal,1
the open statistics probability journal,1
the open structural biology journal,1
the open surface science journal,1
the open thermodynamics journal,1
the open virtual reality journal,1
the philosophical review,1
the psychologist manager journal,1
the review of socionetwork strategies,1
the social sciences,1
theor appl climatol,4
theor appl genet,3
theor biol med model,2
theor biosci,4
theor chem acc,1
theor comput fluid dynamics,1
theor cult soc,1
theor decis,4
theor ecol,1
theor found chem engineering,1
theor pop biol,2
theor psychol,2
theor soc,1
theoretical and applied mechanics,1
theoretical economics,2
theoretical issues in ergonomics science,2
theoretical linguistics,2
theoria,3
theoria revista de teoria historia y fundamentos de la ciencia,2
theory of computing,2
theory of probability and mathematical statistics,1
theory pract,1
ther umsch,1
therapeutic innovation regulatory science,1
therapeutics and clinical risk management,1
theriogenology,2
therm sci,1
thermal engineering,1
thermochim acta,2
thin solid films,2
thin wall struct,1
think reasoning,2
thinking skills and creativity,1
third text,1
thorac cardiovasc surg,1
thoracic surgery clinics,1
thromb haemost,1
thromb res,1
thunderbird international business review,1
ticks and tick borne diseases,1
tijdschr diergeneesk,2
tijdschrift voor geschiedenis,1
tijdschrift voor medisch onderwijs,1
tijdschrift voor psychotherapie,1
tire science and technology,1
tis,2
tissec,4
tissue antigen,1
tissue cell,1
tissue eng part a,1
tissue eng part c methods,1
tissue engineering and regenerative medicine,1
tit,11
titb,7
tits,16
tjs,7
tkdd,15
tkde,20
tke,1
tlca,2
tldi,2
tlt,5
tm technisches messen,2
tma,2
tmc,5
tmi,14
tmm,20
tmra,1
tob control,1
toce jeric,2
tochi,6
tocl,14
toct,3
todaes,3
tods,7
tog,17
tois,14
toit,8
tomacs,4
tomccap,14
toms,3
top,5
top stroke rehabil,1
topics in cognitive science,6
topics in current chemistry,1
topics in spinal cord injury rehabilitation,1
toplas,6
topol appl,2
topology,1
tos,1
tosem,6
tosn,9
tour geogr,1
tourism and hospitality research,1
tourism economics,1
tourism review,1
toxicol appl pharmacol,1
toxicol lett,1
toxicol mech method,1
toxicol sci,2
toxicol vitro,1
toxicology,1
toxins,1
tpdl,5
tpds,6
tplp,12
tqm journal,1
tqm magazine,1
tr,4
tr cell biol,1
trac,2
training development,1
trans amer fish soc,2
trans amer math soc,2
trans can soc mech eng,2
trans indian inst met,1
trans inst measure control,3
trans inst min metall a min t,1
trans nonferrous metal soc ch,1
trans porous media,2
trans soc comput simul int,3
transaction of the visualization society of japan,1
transactions of the charles s peirce society,1
transactions of the japan society for aeronautical and space sciences space technology japan,1
transactions of the japanese society for artificial intelligence,11
transactions of the korean society for noise and vibration engineering,1
transactions of the korean society of mechanical engineers a,4
transactions of the korean society of mechanical engineers b,1
transactions of the philological society,1
transactions of tianjin university,2
transactions on computational science,4
transactions on data hiding and multimedia security,3
transactions on machine learning and data mining,1
transactions on rough sets,8
transforming government people process and policy,2
transfus clin biologique,1
transfusion,3
transition studies review,1
transl res,1
translation interpreting,1
translation studies,1
translational neuroscience,2
translational oncology,2
translational psychiatry,1
transp j,1
transp res pt a policy pract,3
transp res pt b method,4
transp res pt e logist transp,4
transp res pt f traffic psych,2
transp rev,2
transplant proc,1
transplantation,1
transplantation reviews,1
transport,2
transport planning technol,2
transportation,2
transportation research part a general,2
transportation research record,5
transportation science,2
transportmetrica,1
trav hum,2
travel medicine and infectious disease,1
tree genet genomes,1
tree physiol,1
trees struct funct,1
trends biochem sci,1
trends cogn sci,10
trends genet,2
trends in applied sciences research,2
trends in ecology evolution,3
trends microbiol,1
trends neurosci,3
trends parasitol,1
trends pharmacol sci,1
trends plant sci,2
trets,3
trials,1
tribol int,3
tribol lett,2
tribol trans,1
tribotest,1
tridentcom,1
trob,17
trop anim health prod,1
trust,2
trustbus,2
tsd,8
tse,9
tsi,3
tsinghua science technology,7
tslp,25
tsmc,26
tunn undergr space technol,3
turkish journal of agriculture and forestry,1
turkish journal of earth sciences,1
turkish journal of electrical engineering and computer sciences,7
turkish journal of mathematics,1
turkish journal of medical sciences,1
turkish online journal of educational technology,1
tvcg,14
twc,4
tweb,6
types,2
tzu chi medical journal,1
uai,19
uais,6
ubicomp,8
ubiquity,2
ucs,3
udm,1
uic,4
uist,7
ukr math j,2
ultramicroscopy,2
ultraschall med,1
ultrason sonochemistry,1
ultrasonic imaging,1
ultrasound med biol,6
ultrasound obstet gyn,2
ultrasound quarterly,1
ultrastruct pathol,1
unfallchirurg,1
urban ecosystems,1
urban for urban green,1
urban forum,1
urban geogr,1
urban studies,1
urban water,1
urban water j,2
urol clin n amer,1
urol res,1
urologe,1
urologic oncology,1
urology,1
urotoday international journal,1
ursus,1
utilities policy,1
utp,1
vaccine,2
vadose zone j,1
value health,1
valuetools,2
vamos,3
vasc pharmacol,1
vascular disease prevention,1
vast,6
vc,20
vcip,5
vdat,1
vecims,4
vecpar,1
vector borne zoonotic dis,1
vee,1
veg hist archaeobotany,1
vegetatio,2
veh syst dyn,3
verslas teorija ir praktika,2
vet clin n amer equine pract,1
vet j,1
vet parasitol,1
vet quart,1
vet rec,1
vet res,1
vet res commun,1
veterinary radiology,1
vial vigo international journal of applied linguistics,1
vib spectrosc,1
vierteljahrshefte zur wirtschaftsforschung,1
vine,2
violence and victims,1
virol j,1
virol sin,1
virology,1
virtual and physical prototyping,2
virus res,1
vis cogn,4
visapp,9
visigrapp,1
vision res,12
visitor studies,1
vissoft,1
vistas in astronomy,3
visual impairment research,1
visual neurosci,2
vitae,1
vitamins hormones,1
vizsec,2
vldb,9
vlsi des,2
vlsid,3
vmcai,2
vmv,8
vnc,2
voluntas,1
vox sang,1
vr,6
vrcai,7
vrst,8
vsmm,5
vstte,3
vtc,5
vts,2
w indian med j,1
w2gis,2
wabi,4
wacv,15
wads,4
wadt,2
waim,8
walcom,1
waoa,3
wasa,3
wash quart,1
waspaa,5
waste manage res,1
waste management,3
water,2
water air soil pollut,2
water air soil pollution focus,1
water environ j,1
water int,1
water policy,1
water practice technology,1
water quality exposure and health,1
water quality research journal of canada,1
water res,3
water resour,2
water resour manag,4
water resour res,4
water sa,1
water sci technol,2
wave motion,1
waw,3
wbir,4
wcci,8
wce,4
wcet,1
wcnc,2
wcnis,1
wcre,2
wear,3
weather climate and society,1
weather forecast,3
webdb,4
webist,4
webmedia,4
weed res,1
welding in the world,1
welding international,1
west eur polit,1
west j comm,1
western j nurs res,1
wetice,3
wetl ecol manag,1
wetlands,1
wflp,1
wg,3
whc,4
whpcf,1
wi,11
wiamis,7
wias,21
wicon,2
wicsa,3
widm,5
wien klin wochenschr,2
wildlife biol,1
wildlife res,1
wiley interdiscip rev nanomed,1
wiley interdisciplinary reviews climate change,1
wiley interdisciplinary reviews cognitive science,4
wiley interdisciplinary reviews computational molecular science,1
wiley interdisciplinary reviews computational statistics,3
wiley interdisciplinary reviews systems biology and medicine,1
wilf,7
wimob,3
wind energy,2
wind engineering,1
wind struct,2
wine,6
winet,4
wiopt,1
wirel pers commun,6
wireless communications and mobile computing,3
